"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for","is_obsolete"
"24.3.6.31","output_format_json_escape_forward_slashes","1",0,"Controls escaping forward slashes for string outputs in JSON output format. This is intended for compatibility with JavaScript. Don't confuse with backslashes that are always escaped.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_json_named_tuples_as_objects","1",0,"Serialize named tuple columns as JSON objects.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_json_skip_null_value_in_named_tuples","0",0,"Skip key value pairs with null value when serialize named tuple columns as JSON objects. It is only valid when output_format_json_named_tuples_as_objects is true.",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_json_array_of_rows","0",0,"Output a JSON array of all rows in JSONEachRow(Compact) format.",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_json_validate_utf8","0",0,"Validate UTF-8 sequences in JSON output formats, doesn't impact formats JSON/JSONCompact/JSONColumnsWithMetadata, they always validate utf8",\N,\N,0,"Bool","0","",0
"24.3.6.31","format_json_object_each_row_column_for_object_name","",0,"The name of column that will be used as object names in JSONObjectEachRow format. Column type should be String",\N,\N,0,"String","","",0
"24.3.6.31","output_format_pretty_max_rows","10000",0,"Rows limit for Pretty formats.",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","output_format_pretty_max_column_pad_width","250",0,"Maximum width to pad all values in a column in Pretty formats.",\N,\N,0,"UInt64","250","",0
"24.3.6.31","output_format_pretty_max_value_width","10000",0,"Maximum width of value to display in Pretty formats. If greater - it will be cut.",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","output_format_pretty_max_value_width_apply_for_single_value","0",0,"Only cut values (see the `output_format_pretty_max_value_width` setting) when it is not a single value in a block. Otherwise output it entirely, which is useful for the `SHOW CREATE TABLE` query.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","output_format_pretty_color","auto",0,"Use ANSI escape sequences in Pretty formats. 0 - disabled, 1 - enabled, 'auto' - enabled if a terminal.",\N,\N,0,"UInt64Auto","auto","",0
"24.3.6.31","output_format_pretty_grid_charset","UTF-8",0,"Charset for printing grid borders. Available charsets: ASCII, UTF-8 (default one).",\N,\N,0,"String","UTF-8","",0
"24.3.6.31","output_format_parquet_row_group_size","1000000",0,"Target row group size in rows.",\N,\N,0,"UInt64","1000000","",0
"24.3.6.31","output_format_parquet_row_group_size_bytes","536870912",0,"Target row group size in bytes, before compression.",\N,\N,0,"UInt64","536870912","",0
"24.3.6.31","output_format_parquet_string_as_string","1",0,"Use Parquet String type instead of Binary for String columns.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_parquet_fixed_string_as_fixed_byte_array","1",0,"Use Parquet FIXED_LENGTH_BYTE_ARRAY type instead of Binary for FixedString columns.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_parquet_version","2.latest",0,"Parquet format version for output format. Supported versions: 1.0, 2.4, 2.6 and 2.latest (default)",\N,\N,0,"ParquetVersion","2.latest","",0
"24.3.6.31","output_format_parquet_compression_method","zstd",0,"Compression method for Parquet output format. Supported codecs: snappy, lz4, brotli, zstd, gzip, none (uncompressed)",\N,\N,0,"ParquetCompression","zstd","",0
"24.3.6.31","output_format_parquet_compliant_nested_types","1",0,"In parquet file schema, use name 'element' instead of 'item' for list elements. This is a historical artifact of Arrow library implementation. Generally increases compatibility, except perhaps with some old versions of Arrow.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_parquet_use_custom_encoder","0",0,"Use a faster Parquet encoder implementation.",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_parquet_parallel_encoding","1",0,"Do Parquet encoding in multiple threads. Requires output_format_parquet_use_custom_encoder.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_parquet_data_page_size","1048576",0,"Target page size in bytes, before compression.",\N,\N,0,"UInt64","1048576","",0
"24.3.6.31","output_format_parquet_batch_size","1024",0,"Check page size every this many rows. Consider decreasing if you have columns with average values size above a few KBs.",\N,\N,0,"UInt64","1024","",0
"24.3.6.31","output_format_avro_codec","",0,"Compression codec used for output. Possible values: 'null', 'deflate', 'snappy', 'zstd'.",\N,\N,0,"String","","",0
"24.3.6.31","output_format_avro_sync_interval","16384",0,"Sync interval in bytes.",\N,\N,0,"UInt64","16384","",0
"24.3.6.31","output_format_avro_string_column_pattern","",0,"For Avro format: regexp of String columns to select as AVRO string.",\N,\N,0,"String","","",0
"24.3.6.31","output_format_avro_rows_in_file","1",0,"Max rows in a file (if permitted by storage)",\N,\N,0,"UInt64","1","",0
"24.3.6.31","output_format_tsv_crlf_end_of_line","0",0,"If it is set true, end of line in TSV format will be \r\n instead of \n.",\N,\N,0,"Bool","0","",0
"24.3.6.31","format_csv_null_representation","\N",0,"Custom NULL representation in CSV format",\N,\N,0,"String","\N","",0
"24.3.6.31","format_tsv_null_representation","\N",0,"Custom NULL representation in TSV format",\N,\N,0,"String","\N","",0
"24.3.6.31","output_format_decimal_trailing_zeros","0",0,"Output trailing zeros when printing Decimal values. E.g. 1.230000 instead of 1.23.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_allow_errors_num","0",0,"Maximum absolute amount of errors while reading text formats (like CSV, TSV). In case of error, if at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","input_format_allow_errors_ratio","0",0,"Maximum relative amount of errors while reading text formats (like CSV, TSV). In case of error, if at least absolute or relative amount of errors is lower than corresponding value, will skip until next line and continue.",\N,\N,0,"Float","0","",0
"24.3.6.31","input_format_record_errors_file_path","",0,"Path of the file used to record errors while reading text formats (CSV, TSV).",\N,\N,0,"String","","",0
"24.3.6.31","errors_output_format","CSV",0,"Method to write Errors to text output.",\N,\N,0,"String","CSV","",0
"24.3.6.31","format_schema","",0,"Schema identifier (used by schema-based formats)",\N,\N,0,"String","","",0
"24.3.6.31","format_template_resultset","",0,"Path to file which contains format string for result set (for Template format)",\N,\N,0,"String","","",0
"24.3.6.31","format_template_row","",0,"Path to file which contains format string for rows (for Template format)",\N,\N,0,"String","","",0
"24.3.6.31","format_template_row_format","",0,"Format string for rows (for Template format)",\N,\N,0,"String","","",0
"24.3.6.31","format_template_resultset_format","",0,"Format string for result set (for Template format)",\N,\N,0,"String","","",0
"24.3.6.31","format_template_rows_between_delimiter","
",0,"Delimiter between rows (for Template format)",\N,\N,0,"String","
","",0
"24.3.6.31","format_custom_escaping_rule","Escaped",0,"Field escaping rule (for CustomSeparated format)",\N,\N,0,"EscapingRule","Escaped","",0
"24.3.6.31","format_custom_field_delimiter","	",0,"Delimiter between fields (for CustomSeparated format)",\N,\N,0,"String","	","",0
"24.3.6.31","format_custom_row_before_delimiter","",0,"Delimiter before field of the first column (for CustomSeparated format)",\N,\N,0,"String","","",0
"24.3.6.31","format_custom_row_after_delimiter","
",0,"Delimiter after field of the last column (for CustomSeparated format)",\N,\N,0,"String","
","",0
"24.3.6.31","format_custom_row_between_delimiter","",0,"Delimiter between rows (for CustomSeparated format)",\N,\N,0,"String","","",0
"24.3.6.31","format_custom_result_before_delimiter","",0,"Prefix before result set (for CustomSeparated format)",\N,\N,0,"String","","",0
"24.3.6.31","format_custom_result_after_delimiter","",0,"Suffix after result set (for CustomSeparated format)",\N,\N,0,"String","","",0
"24.3.6.31","format_regexp","",0,"Regular expression (for Regexp format)",\N,\N,0,"String","","",0
"24.3.6.31","format_regexp_escaping_rule","Raw",0,"Field escaping rule (for Regexp format)",\N,\N,0,"EscapingRule","Raw","",0
"24.3.6.31","format_regexp_skip_unmatched","0",0,"Skip lines unmatched by regular expression (for Regexp format)",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_enable_streaming","0",0,"Enable streaming in output formats that support it.",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_write_statistics","1",0,"Write statistics about read rows, bytes, time elapsed in suitable output formats.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_pretty_row_numbers","1",0,"Add row numbers before each row for pretty output format",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_pretty_highlight_digit_groups","1",0,"If enabled and if output is a terminal, highlight every digit corresponding to the number of thousands, millions, etc. with underline.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_pretty_single_large_number_tip_threshold","1000000",0,"Print a readable number tip on the right side of the table if the block consists of a single number which exceeds this value (except 0)",\N,\N,0,"UInt64","1000000","",0
"24.3.6.31","insert_distributed_one_random_shard","0",0,"If setting is enabled, inserting into distributed table will choose a random shard to write when there is no sharding key",\N,\N,0,"Bool","0","",0
"24.3.6.31","exact_rows_before_limit","0",0,"When enabled, ClickHouse will provide exact value for rows_before_limit_at_least statistic, but with the cost that the data before limit will have to be read completely",\N,\N,0,"Bool","0","",0
"24.3.6.31","cross_to_inner_join_rewrite","1",0,"Use inner join instead of comma/cross join if there are joining expressions in the WHERE section. Values: 0 - no rewrite, 1 - apply if possible for comma/cross, 2 - force rewrite all comma joins, cross - if possible",\N,\N,0,"UInt64","1","",0
"24.3.6.31","output_format_arrow_low_cardinality_as_dictionary","0",0,"Enable output LowCardinality type as Dictionary Arrow type",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_arrow_use_signed_indexes_for_dictionary","1",0,"Use signed integers for dictionary indexes in Arrow format",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_arrow_use_64_bit_indexes_for_dictionary","0",0,"Always use 64 bit integers for dictionary indexes in Arrow format",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_arrow_string_as_string","1",0,"Use Arrow String type instead of Binary for String columns",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_arrow_fixed_string_as_fixed_byte_array","1",0,"Use Arrow FIXED_SIZE_BINARY type instead of Binary for FixedString columns.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_arrow_compression_method","lz4_frame",0,"Compression method for Arrow output format. Supported codecs: lz4_frame, zstd, none (uncompressed)",\N,\N,0,"ArrowCompression","lz4_frame","",0
"24.3.6.31","output_format_orc_string_as_string","1",0,"Use ORC String type instead of Binary for String columns",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_orc_compression_method","zstd",0,"Compression method for ORC output format. Supported codecs: lz4, snappy, zlib, zstd, none (uncompressed)",\N,\N,0,"ORCCompression","zstd","",0
"24.3.6.31","output_format_orc_row_index_stride","10000",0,"Target row index stride in ORC output format",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","format_capn_proto_enum_comparising_mode","by_values",0,"How to map ClickHouse Enum and CapnProto Enum",\N,\N,0,"CapnProtoEnumComparingMode","by_values","",0
"24.3.6.31","format_capn_proto_use_autogenerated_schema","1",0,"Use autogenerated CapnProto schema when format_schema is not set",\N,\N,0,"Bool","1","",0
"24.3.6.31","format_protobuf_use_autogenerated_schema","1",0,"Use autogenerated Protobuf when format_schema is not set",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_schema","",0,"The path to the file where the automatically generated schema will be saved",\N,\N,0,"String","","",0
"24.3.6.31","input_format_mysql_dump_table_name","",0,"Name of the table in MySQL dump from which to read data",\N,\N,0,"String","","",0
"24.3.6.31","input_format_mysql_dump_map_column_names","1",0,"Match columns from table in MySQL dump and columns from ClickHouse table by names",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_sql_insert_max_batch_size","65409",0,"The maximum number  of rows in one INSERT statement.",\N,\N,0,"UInt64","65409","",0
"24.3.6.31","output_format_sql_insert_table_name","table",0,"The name of table in the output INSERT query",\N,\N,0,"String","table","",0
"24.3.6.31","output_format_sql_insert_include_column_names","1",0,"Include column names in INSERT query",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_sql_insert_use_replace","0",0,"Use REPLACE statement instead of INSERT",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_sql_insert_quote_names","1",0,"Quote column names with '`' characters",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_values_escape_quote_with_quote","0",0,"If true escape ' with '', otherwise quoted with \'",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_bson_string_as_string","0",0,"Use BSON String type instead of Binary for String columns.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_bson_skip_fields_with_unsupported_types_in_schema_inference","0",0,"Skip fields with unsupported types while schema inference for format BSON.",\N,\N,0,"Bool","0","",0
"24.3.6.31","format_display_secrets_in_show_and_select","0",0,"Do not hide secrets in SHOW and SELECT queries.",\N,\N,0,"Bool","0","",0
"24.3.6.31","regexp_dict_allow_hyperscan","1",0,"Allow regexp_tree dictionary using Hyperscan library.",\N,\N,0,"Bool","1","",0
"24.3.6.31","regexp_dict_flag_case_insensitive","0",0,"Use case-insensitive matching for a regexp_tree dictionary. Can be overridden in individual expressions with (?i) and (?-i).",\N,\N,0,"Bool","0","",0
